iter	Passed	Remaining
125	11347	33682
126	11443	33608
127	11527	33501
128	11615	33405
129	11711	33331
130	11785	33196
131	11842	33016
132	11927	32912
133	12023	32840
134	12139	32820
135	12228	32728
136	12296	32582
137	12376	32464
138	12469	32384
139	12544	32256
140	12638	32178
141	12732	32100
142	12823	32013
143	12891	31869
144	13000	31829
145	13135	31849
146	13247	31813
147	13344	31738
148	13422	31618
149	13488	31472
150	13569	31361
151	13655	31262
152	13737	31156
153	13819	31049
154	13896	30931
155	13985	30839
156	14049	30693
157	14138	30602
158	14261	30585
159	14336	30465
160	14426	30377
161	14508	30270
162	14581	30147
163	14677	30071
164	14778	30005
165	14869	29918
166	14951	29813
167	15020	29683
168	15102	29579
169	15175	29458
170	15256	29352
171	15323	29220
172	15401	29111
173	15486	29015
174	15620	29009
175	15716	28932
176	15802	28837
177	15914	28789
178	16031	28749
179	16147	28706
180	16226	28597
181	16365	28594
182	16447	28491
183	16522	28375
184	16599	28263
185	16705	28201
186	16803	28125
187	16888	28027
188	16948	27888
189	17046	27813
190	17137	27724
191	17248	27669
192	17318	27547
193	17400	27445
194	17478	27337
195	17560	27236
196	17647	27142
197	17727	27038
198	17790	26908
199	17880	26820
200	17962	26720
201	18017	26579
202	18090	26467
203	18156	26344
204	18240	26249
205	18329	26159
206	18426	26082
207	18479	25942
208	18533	25804
209	18610	25700
210	18671	25573
211	18742	25461
212	18800	25331
213	18847	25189
214	18936	25101
215	19014	25000
216	19086	24891
217	19212	24852
218	19350	24828
219	19435	24736
220	19515	24637
221	19593	24535
222	19645	24403
223	19715	24292
224	19807	24208
225	19881	24103
226	19943	23985
227	20048	23917
228	20126	23817
229	20233	23751
230	20345	23692
231	20473	23650
232	20599	23605
233	20754	23592
234	20832	23491
235	20906	23387
236	20986	23289
237	21041	23162
238	21131	23077
239	21204	22971
240	21268	22856
241	21345	22757
242	21411	22644
243	21471	22527
244	21540	22419
245	21623	22326
246	21677	22203
247	21741	22092
248	21820	21995
249	21883	21883
250	21952	21777
251	22034	21685
252	22120	21595
253	22177	21478
254	22259	21386
255	22350	21302
256	22404	21184
257	22478	21084
258	22546	20979
259	22645	20903
260	22742	20825
261	22899	20801
262	22979	20707
263	23058	20612
264	23139	20519
265	23216	20423
266	23301	20334
267	23384	20243
268	23459	20145
269	23534	20047
270	23602	19944
271	23678	19848
272	23757	19754
273	23828	19653
274	23905	19558
275	23972	19455
276	24044	19357
277	24121	19262
278	24215	19181
279	24307	19099
280	24391	19010
281	24469	18916
282	24545	18821
283	24619	18724
284	24696	18630
285	24773	18536
286	24839	18434
287	24919	18343
288	24995	18249
289	25066	18151
290	25148	18062
291	25237	17977
292	25312	17882
293	25389	17789
294	25466	17697
295	25542	17603
296	25625	17514
297	25707	17425
298	25787	17335
299	25870	17247
300	25952	17158
301	26022	17061
302	26101	16969
303	26171	16873
304	26250	16782
305	26328	16692
306	26407	16601
307	26500	16519
308	26587	16434
309	26683	16354
310	26736	16248
311	26822	16162
312	26903	16073
313	26984	15984
314	27069	15897
315	27139	15802
316	27221	15714
317	27289	15618
318	27371	15530
319	27447	15439
320	27528	15350
321	27614	15265
322	27691	15174
323	27745	15071
324	27833	14987
325	27919	14901
326	27989	14807
327	28052	14710
328	28157	14635
329	28220	14537
330	28390	14495
331	28492	14417
332	28567	14326
333	28652	14240
334	28724	14147
335	28824	14069
336	28921	13988
337	29022	13910
338	29120	13830
339	29182	13732
340	29240	13633
341	29305	13538
342	29392	13453
343	29455	13357
344	29543	13273
345	29629	13187
346	29696	13094
347	29790	13011
348	29876	12926
349	29970	12844
350	30074	12766
351	30204	12699
352	30271	12606
353	30359	12521
354	30448	12436
355	30549	12357
356	30607	12259
357	30706	12179
358	30813	12102
359	30912	12021
360	31032	11948
361	31221	11901
362	31396	11849
363	31509	11772
364	31744	11741
365	32173	11779
366	32523	11786
367	32789	11761
368	33292	11819
369	33761	11862
370	33975	11813
371	34085	11728
372	34173	11635
373	34267	11544
374	34323	11441
375	34374	11336
376	34419	11229
377	34504	11136
378	34555	11032
379	34640	10939
380	34726	10846
381	34800	10749
382	34844	10644
383	34920	10548
384	34979	10448
385	35063	10355
386	35147	10262
387	35228	10168
388	35285	10068
389	35340	9967
390	35421	9874
391	35512	9783
392	35562	9682
393	35610	9580
394	35663	9480
395	35741	9386
396	35829	9295
397	35898	9200
398	35983	9108
399	36058	9014
400	36154	8926
401	36330	8856
402	36420	8766
403	36545	8684
404	36678	8603
405	36734	8505
406	36900	8431
407	36970	8336
408	37029	8238
409	37079	8139
410	37138	8042
411	37176	7940
412	37258	7848
413	37311	7750
414	37367	7653
415	37458	7563
416	37546	7473
417	37647	7385
418	37722	7292
419	37805	7200
420	37893	7110
421	37970	7018
422	38020	6921
423	38106	6830
424	38179	6737
425	38239	6642
426	38301	6547
427	38376	6455
428	38458	6364
429	38548	6275
430	38612	6181
431	38697	6091
432	38765	5998
433	38845	5907
434	38942	5818
435	39005	5725
436	39065	5631
437	39121	5537
438	39184	5444
439	39275	5355
440	39350	5264
441	39407	5171
442	39460	5077
443	39549	4988
444	39627	4897
445	39743	4811
446	39834	4723
447	39927	4634
448	39978	4541
449	40074	4452
450	40166	4364
451	40264	4275
452	40337	4185
453	40384	4091
454	40429	3998
455	40503	3908
456	40575	3817
457	40640	3726
458	40695	3635
459	40858	3552
460	41125	3479
461	41192	3388
462	41286	3299
463	41405	3212
464	41534	3126
465	41668	3040
466	41813	2954
467	42005	2872
468	42196	2789
469	42479	2711
470	42629	2624
471	42845	2541
472	43054	2457
473	43189	2369
474	43299	2278
475	43380	2187
476	43439	2094
477	43551	2004
478	43690	1915
479	43798	1824
480	43856	1732
481	43942	1640
482	44018	1549
483	44095	1457
484	44197	1366
485	44264	1275
486	44318	1183
487	44368	1091
488	44457	1000
489	44550	909
490	44602	817
491	44644	725
492	44719	634
493	44773	543
