iter	Logloss
154	0.4733567398
155	0.4731679026
156	0.4730869165
157	0.4728688269
158	0.4727818528
159	0.4725617905
160	0.472332865
161	0.4721332768
162	0.4720152072
163	0.4719344092
164	0.4716501333
165	0.4715203891
166	0.4714351853
167	0.4713459795
168	0.4712607404
169	0.4711192233
170	0.4710054036
171	0.4707781463
172	0.470525765
173	0.4702936263
174	0.4700531926
175	0.4699816597
176	0.4697669462
177	0.4693981553
178	0.4692155069
179	0.4690832761
180	0.4688324625
181	0.4687105599
182	0.4685228575
183	0.4684060971
184	0.4680669608
185	0.4679838141
186	0.4677876335
187	0.4677169704
188	0.4676697016
189	0.4675173921
190	0.4673723971
191	0.4671100212
192	0.4667205223
193	0.4664259947
194	0.4663185828
195	0.4660637295
196	0.46590217
197	0.4657981688
198	0.4657029527
199	0.4656399636
200	0.4655293171
201	0.4654545147
202	0.4653154025
203	0.465237975
204	0.465047412
205	0.4648736922
206	0.4647865499
207	0.4647209904
208	0.4646477614
209	0.4644919701
210	0.4643366962
211	0.4642319986
212	0.4641914222
213	0.4641575439
214	0.464008218
215	0.4639193915
216	0.4638690217
217	0.463717587
218	0.4635738006
219	0.4634726705
220	0.4633594262
221	0.4632492205
222	0.4631039922
223	0.4629504369
224	0.4628670794
225	0.4627516848
226	0.4626175683
227	0.4624694666
228	0.4624486065
229	0.4623827516
230	0.4622590801
231	0.4621055803
232	0.4620126039
233	0.4618264053
234	0.4614661237
235	0.4614168209
236	0.4613468231
237	0.4612609939
238	0.4611162575
239	0.4609349707
240	0.4608232666
241	0.4607230373
242	0.460621239
243	0.4604757093
244	0.4604066505
245	0.4602852259
246	0.4601851865
247	0.4600338391
248	0.4598405904
249	0.4597183725
250	0.459522815
251	0.4593911768
252	0.4591278755
253	0.4590107547
254	0.4588650407
255	0.4587519958
256	0.4586113105
257	0.4585133544
258	0.4584206834
259	0.4582863847
260	0.4580553304
261	0.4579114026
262	0.457775814
263	0.4576692381
264	0.4574805788
265	0.4573091738
266	0.4570624148
267	0.4567229318
268	0.4565986638
269	0.4564535289
270	0.4563428652
271	0.4562182421
272	0.4560301919
273	0.455865724
274	0.4556913854
275	0.4555784635
276	0.4553116303
277	0.4551597054
278	0.4549425825
279	0.4546741283
280	0.4543377869
281	0.4540325436
282	0.4539510397
283	0.4537918039
284	0.4536337276
285	0.4534052202
286	0.4531898622
287	0.4530731701
288	0.452905586
289	0.4527964333
290	0.4525214631
291	0.4521829842
292	0.4520215768
293	0.4517529716
294	0.451488838
295	0.4513192898
296	0.4510362794
297	0.450781414
298	0.4504815702
299	0.4502037211
300	0.4499043439
301	0.4495380058
302	0.4493670863
303	0.4491585196
304	0.4488804429
305	0.4486658985
306	0.4483641956
307	0.4480200323
308	0.4477136723
309	0.447414153
310	0.4472429175
311	0.4469849869
312	0.4466635939
313	0.4464246031
314	0.4461775631
315	0.4459426526
316	0.4457672586
317	0.4455160467
318	0.4451802114
319	0.4449282992
320	0.4447259181
321	0.4443908331
322	0.444131271
323	0.4440001925
324	0.44369346
325	0.4435143464
326	0.4432726602
327	0.4431589639
328	0.4428097314
329	0.4426349006
330	0.4423601033
331	0.4420857151
332	0.4418496598
333	0.4415517981
334	0.441430746
335	0.4410952135
336	0.4407839065
337	0.4405145488
338	0.4401706718
339	0.4400198815
340	0.4398796105
341	0.4397400034
342	0.4395748262
343	0.4394568446
344	0.4391678354
345	0.4388022608
346	0.4386027878
347	0.4382870214
348	0.4380872585
349	0.4378219566
350	0.4375584254
351	0.4372710713
352	0.4372003495
353	0.4369417163
354	0.4366942496
355	0.436438755
356	0.4363207754
357	0.4359579191
358	0.4356602654
359	0.4354887358
360	0.4354529146
361	0.4351379165
362	0.4349487675
363	0.4346609355
364	0.4345252675
365	0.4343164796
366	0.4340843678
367	0.4339920682
368	0.433807626
369	0.4335640939
370	0.4333793535
371	0.433131072
372	0.4328999609
373	0.4326542514
374	0.4326256657
375	0.4326021527
376	0.4325630134
377	0.432306439
378	0.4322662856
379	0.4320491607
380	0.4318333972
381	0.4316209559
382	0.4315898139
383	0.4313087666
384	0.4311940794
385	0.4309713118
386	0.4307933312
387	0.4306432541
388	0.4305718505
389	0.4305072144
390	0.4303040021
391	0.4301186373
392	0.4300889007
393	0.4300784002
394	0.4300556108
395	0.4298969926
396	0.4297361753
397	0.4296324437
398	0.4294662031
399	0.4293262077
400	0.4291281878
401	0.4289363453
402	0.4288706464
403	0.4288314929
404	0.4287550069
405	0.4286709835
406	0.4284796186
407	0.4283926286
408	0.4283611549
409	0.4283168966
410	0.4282491901
411	0.4282171796
412	0.4280062935
413	0.4279832925
414	0.4279518553
415	0.4276844444
416	0.4274202795
417	0.4272038232
418	0.427122063
419	0.4270544617
420	0.4269364062
421	0.4268160165
422	0.4267143881
423	0.4265813045
424	0.4263912384
425	0.4263413968
426	0.426245368
427	0.4260757434
428	0.425930785
429	0.4257124411
430	0.4256372241
431	0.4255290034
432	0.4254525613
433	0.4254148075
434	0.42519531
435	0.4251590144
436	0.4250915262
437	0.4250510522
438	0.4249985372
439	0.4246831175
440	0.4245676232
441	0.4244482589
442	0.4243447335
443	0.4241570334
444	0.4240694367
445	0.4238696618
446	0.4237672813
447	0.4235691954
448	0.4235652601
449	0.4233454725
450	0.4231624103
451	0.4230077958
452	0.4229806315
453	0.4229653787
454	0.4229417095
455	0.4227831608
456	0.4227559603
457	0.4226650884
458	0.4226222879
459	0.4226088356
460	0.4224964162
461	0.4223537864
462	0.4223337913
463	0.4221022123
464	0.4219166251
465	0.4218231073
466	0.4218064493
467	0.4216033435
468	0.4215212754
469	0.4213242511
470	0.4212695326
471	0.4211855988
472	0.4209271341
473	0.4208464106
474	0.4206933627
475	0.420623116
476	0.4205320266
477	0.4204446048
478	0.4201442287
479	0.4200045145
480	0.4199274827
481	0.4197164594
482	0.4195591579
483	0.4194957939
484	0.4193995267
485	0.419365779
486	0.4193195592
487	0.4192760075
488	0.4191612498
489	0.4189058566
490	0.4188900521
491	0.418884137
492	0.4187704387
493	0.4187197221
