iter	Logloss
212	0.4664806783
213	0.4663423745
214	0.4661521553
215	0.4659721114
216	0.4659116682
217	0.4658000466
218	0.4655628537
219	0.4653783054
220	0.4653366406
221	0.4652797224
222	0.4650905513
223	0.4649419807
224	0.4648391436
225	0.4646542066
226	0.4645543055
227	0.4643224375
228	0.4641787161
229	0.4639859805
230	0.4637923306
231	0.4637067604
232	0.4635499843
233	0.4634460742
234	0.4633152457
235	0.4631685694
236	0.4630034604
237	0.4629358385
238	0.4628565552
239	0.4627145877
240	0.4626677195
241	0.4623780139
242	0.462305885
243	0.4621814893
244	0.462074505
245	0.4619617528
246	0.461816979
247	0.4615481703
248	0.4614320932
249	0.4610744053
250	0.4609198208
251	0.4608421106
252	0.4607464328
253	0.4606319717
254	0.4605075902
255	0.4602036229
256	0.4600021746
257	0.4598821032
258	0.4595722851
259	0.4594217965
260	0.4592814124
261	0.4591293662
262	0.4589919795
263	0.4588613965
264	0.4585921551
265	0.4584814583
266	0.4583325321
267	0.4582456416
268	0.4580756502
269	0.457933857
270	0.4578068734
271	0.4575602741
272	0.4573414353
273	0.4572114053
274	0.4571195881
275	0.4569195379
276	0.456587088
277	0.4564167789
278	0.4562606201
279	0.4561033595
280	0.4558056485
281	0.455604039
282	0.4553502954
283	0.455191242
284	0.4550102466
285	0.4548056883
286	0.4544931432
287	0.4541920727
288	0.4538881226
289	0.4537077287
290	0.4535410551
291	0.4533852029
292	0.4530872426
293	0.4528496369
294	0.45271615
295	0.45248878
296	0.4522069972
297	0.4519952591
298	0.4517501109
299	0.4514657104
300	0.4512378579
301	0.4509409624
302	0.4505875483
303	0.4503433854
304	0.4499733606
305	0.4497712931
306	0.4495950937
307	0.4494399786
308	0.4492437289
309	0.449061397
310	0.4487762841
311	0.4484795442
312	0.448242326
313	0.4478915034
314	0.4475964935
315	0.4472772327
316	0.4471282031
317	0.4468292848
318	0.4465042818
319	0.4461749822
320	0.4459780187
321	0.4457061422
322	0.4454056932
323	0.4452411921
324	0.4449968474
325	0.4447170979
326	0.4443305727
327	0.4440983998
328	0.4437906914
329	0.4435067098
330	0.4431483717
331	0.4429049224
332	0.4425794772
333	0.4422523173
334	0.4419702983
335	0.4418118962
336	0.4415693264
337	0.4413935029
338	0.4410839403
339	0.4407866257
340	0.4406141098
341	0.4403300957
342	0.4401766448
343	0.4399066371
344	0.4396463356
345	0.439346751
346	0.4390509988
347	0.4388077093
348	0.438750025
349	0.4385541719
350	0.4384288861
351	0.4383449356
352	0.4382933078
353	0.4380229926
354	0.4377554891
355	0.437702832
356	0.4374179038
357	0.4370908575
358	0.4367827612
359	0.4366967377
360	0.4364293288
361	0.4362661268
362	0.4361970176
363	0.4359173869
364	0.4356378375
365	0.4353862746
366	0.4353120411
367	0.4350501183
368	0.4347887183
369	0.4347335845
370	0.4345364864
371	0.4342627304
372	0.4339810406
373	0.4338142154
374	0.433678669
375	0.4335224033
376	0.4334215951
377	0.4332138037
378	0.4328888561
379	0.4327859925
380	0.4326923906
381	0.4324915111
382	0.4322239003
383	0.4321687551
384	0.4319218948
385	0.4318586104
386	0.4316758298
387	0.4314985477
388	0.431423121
389	0.4312362738
390	0.431087061
391	0.4309342902
392	0.4307363522
393	0.4306052217
394	0.4304304044
395	0.4302877343
396	0.4302219876
397	0.4300975005
398	0.4297625413
399	0.4294707131
400	0.4292639035
401	0.4291362008
402	0.4290869437
403	0.4289204481
404	0.4286252926
405	0.4284528408
406	0.4282496784
407	0.4280158954
408	0.4277956609
409	0.4275321063
410	0.4273820267
