iter	Logloss
0	0.6840454795
1	0.6766919802
2	0.6672693505
3	0.6580668208
4	0.6526613701
5	0.6487211761
6	0.6415343309
7	0.6372616334
8	0.633304413
9	0.6265090543
10	0.6212035214
11	0.6145940914
12	0.6102397189
13	0.6048665661
14	0.6014684563
15	0.5967838513
16	0.5927527903
17	0.5913157348
18	0.5877596628
19	0.5846270931
20	0.580771101
21	0.5785852278
22	0.5756315294
23	0.5729493565
24	0.5701701491
25	0.5659574955
26	0.5636508255
27	0.5599834867
28	0.5568738659
29	0.5546903266
30	0.5523532636
31	0.5505537956
32	0.5490370624
33	0.5466378228
34	0.5451163536
35	0.5431906591
36	0.5423178992
37	0.540929006
38	0.538358405
39	0.5371170659
40	0.5349060699
41	0.5336366713
42	0.5325163971
43	0.5309346635
44	0.5292403757
45	0.5276100407
46	0.5256122998
47	0.5242879099
48	0.5233689932
49	0.5222264497
50	0.5206503567
51	0.5191308705
52	0.5177573192
53	0.5169286505
54	0.5159333612
55	0.5157462732
56	0.5146093549
57	0.51393394
58	0.5128213294
59	0.5119271479
60	0.5109515876
61	0.5100370629
62	0.5086715151
63	0.5076458765
64	0.5070837054
65	0.5064158086
66	0.5059162189
67	0.5045883756
68	0.5039196026
69	0.5030895514
70	0.5020555219
71	0.5014930307
72	0.5008743169
73	0.5001380531
74	0.4993384383
75	0.4982754711
76	0.4975947147
77	0.4972846527
78	0.496848111
79	0.4962320132
80	0.4955869168
81	0.4952183074
82	0.4950976094
83	0.4948625054
84	0.4938334799
85	0.4930333899
86	0.4926618801
87	0.4921513347
88	0.4919750126
89	0.4916708576
90	0.4912476103
91	0.4909812727
92	0.4902905653
93	0.4900451537
94	0.4897575259
95	0.4894371268
96	0.4890375595
97	0.488730976
98	0.4883832648
99	0.4879013153
100	0.4875148595
101	0.487027754
102	0.4868977631
103	0.4865981485
104	0.486207141
105	0.4856815626
106	0.4853979125
107	0.485230692
108	0.4849282485
109	0.4846838259
110	0.4845005461
111	0.4842153326
112	0.48394064
113	0.4835969618
114	0.4831235594
115	0.4830076573
116	0.4827085636
117	0.4825124303
118	0.4823092016
119	0.4821437885
120	0.4817758447
121	0.4815257717
122	0.4811021807
123	0.4807547195
124	0.4806051516
125	0.480134787
126	0.4798203621
127	0.4796726962
128	0.4795431108
129	0.4791686551
130	0.4788562865
131	0.4786548428
132	0.4783001064
133	0.4780565348
134	0.477905899
135	0.4777524804
136	0.4775633408
137	0.4772480877
138	0.4768576752
139	0.4765271951
140	0.4764399788
141	0.4761962837
142	0.4758761564
143	0.4756042034
144	0.4754668874
145	0.4752966572
146	0.4752318128
147	0.475046264
148	0.4748760745
149	0.4745833084
150	0.4742699651
151	0.4741684516
152	0.4738696384
153	0.4737797689
154	0.4733924707
155	0.4731608857
156	0.4729756543
157	0.4728294125
158	0.4726336923
159	0.4725692979
160	0.4724931259
161	0.4723276565
162	0.4722021957
163	0.4720481304
164	0.4717535594
165	0.4715452634
166	0.4714721853
167	0.4711979169
168	0.4711528875
169	0.4709864749
170	0.4706190865
171	0.470520234
172	0.4702931119
173	0.4701853348
174	0.4699837489
175	0.4699082198
176	0.4697002112
177	0.4695676768
178	0.4692572123
179	0.469179831
180	0.469112669
181	0.4689301851
182	0.4687864167
183	0.4686575346
184	0.4684679504
185	0.4683476867
186	0.4681708997
187	0.4680039074
188	0.4678165502
189	0.467646332
190	0.4675292936
191	0.4674779302
192	0.4672819209
193	0.4671357096
194	0.4668379704
195	0.466648826
196	0.4664948576
197	0.466445707
198	0.4663012303
199	0.466102419
200	0.466023306
201	0.465897941
202	0.4657525556
203	0.4656158433
204	0.4655159248
205	0.4652923362
206	0.4651192916
207	0.4649052571
208	0.4646956906
209	0.4645937638
210	0.4644320957
211	0.4643324283
212	0.4641298431
213	0.4639025939
214	0.4637335732
215	0.4635546734
216	0.4634112883
217	0.463228445
218	0.4631436019
219	0.463064689
220	0.4629087483
221	0.462785356
222	0.4626250267
223	0.4625440043
224	0.4624653388
225	0.4622814188
226	0.4621233124
227	0.4620211205
228	0.4619556357
229	0.4616875484
230	0.4614950511
231	0.4613807824
232	0.4612062699
233	0.4610630165
234	0.4609023258
235	0.4607457589
236	0.4606061731
237	0.4604768282
238	0.4603465955
239	0.460088416
240	0.459904238
241	0.4597835191
242	0.4595140253
243	0.4594487563
244	0.4592987175
245	0.4591718062
246	0.4590200695
247	0.4589224046
248	0.4586212421
249	0.4585056427
250	0.4582248729
251	0.4579038217
252	0.4577571453
253	0.4576434654
254	0.4574768495
255	0.4574108004
256	0.457191875
257	0.4569897289
258	0.4567838465
259	0.4566881263
260	0.4566246443
261	0.4565795476
262	0.4564310618
263	0.4562992362
264	0.4561715361
265	0.4560068935
266	0.4557616754
267	0.4556523963
268	0.4554698675
269	0.4553822829
270	0.4552195042
271	0.4550517411
272	0.4549385073
273	0.45473204
274	0.4545810816
275	0.4544773106
276	0.4543274331
277	0.454147705
278	0.4538884522
279	0.4534915414
280	0.4534156509
281	0.4531387493
282	0.4530154131
283	0.4528066805
284	0.4525847995
285	0.4523994735
286	0.4521157682
287	0.4519454455
288	0.4518315114
289	0.4516230376
290	0.4513319985
291	0.4510776636
292	0.4508530466
293	0.4507283668
294	0.4504191614
295	0.4501284332
296	0.449873065
297	0.4497020241
298	0.4494623033
299	0.4491991025
300	0.4488622806
301	0.44869593
302	0.448418484
303	0.4480996603
304	0.4478493359
305	0.4476540433
306	0.4472095943
307	0.4469443625
308	0.4466166333
309	0.446181899
310	0.4458248112
311	0.4456329374
312	0.4453711642
313	0.4451243398
314	0.4448395352
315	0.4445378149
316	0.4442293009
317	0.4439086803
318	0.4436858168
319	0.4433589112
320	0.4430885208
321	0.4426834487
322	0.4424133103
323	0.4420642819
324	0.4418202194
325	0.4415780602
326	0.4413069534
327	0.4408995531
328	0.4406126022
329	0.440291522
330	0.4399524064
331	0.439589825
332	0.4393243076
333	0.4391155513
334	0.4388475984
335	0.4385594013
336	0.4383577505
337	0.4381714109
338	0.4379524907
339	0.4376008102
340	0.4373549706
341	0.4370986953
342	0.4367392329
343	0.4365090755
344	0.4363967308
345	0.4361377943
346	0.4359752076
347	0.4358275291
348	0.4355108091
349	0.4352624168
350	0.4350031139
351	0.4347346885
352	0.4344146203
353	0.43426232
354	0.4339779648
355	0.4337417623
356	0.4334893961
357	0.4332131823
358	0.4329958642
359	0.4329287987
360	0.4326775614
361	0.4325539898
362	0.4323456195
363	0.4320195241
364	0.4317614729
365	0.4315516603
366	0.4313088047
367	0.4311023019
368	0.430844754
369	0.4306771392
370	0.4304312715
371	0.4303385555
372	0.430122551
373	0.4299543607
374	0.4298538159
375	0.4297475266
376	0.4293903115
377	0.4291345574
378	0.4289557909
379	0.4288051369
380	0.4286783487
381	0.4285013202
382	0.428321065
383	0.4280897145
384	0.4279837566
385	0.4277659106
386	0.4275635678
387	0.4274836253
388	0.4273989234
389	0.4272922188
390	0.4272566924
391	0.4270363006
392	0.4270029833
393	0.4268850784
394	0.4267100964
395	0.4265674383
396	0.4263064645
397	0.4261652105
398	0.4260611632
399	0.425759901
400	0.4255413216
401	0.425329899
402	0.4250853494
403	0.4249588987
404	0.4247083654
405	0.4246043164
