iter	Passed	Remaining
299	41301	27534
300	41415	27380
301	41568	27253
302	41708	27117
303	41826	26967
304	42016	26862
305	42185	26744
306	42374	26639
307	42514	26502
308	42661	26370
309	42778	26218
310	42983	26121
311	43139	25994
312	43297	25867
313	43456	25741
314	43609	25611
315	43755	25478
316	43900	25343
317	44066	25220
318	44251	25108
319	44355	24949
320	44481	24804
321	44622	24667
322	44791	24545
323	44925	24403
324	45050	24258
325	45161	24104
326	45345	23990
327	45542	23882
328	45715	23761
329	45863	23626
330	46061	23517
331	46212	23384
332	46348	23244
333	46459	23090
334	46634	22969
335	46772	22829
336	46962	22714
337	47133	22590
338	47272	22450
339	47417	22314
340	47618	22203
341	47777	22072
342	47915	21932
343	48001	21767
344	48131	21624
345	48282	21489
346	48412	21346
347	48545	21203
348	48710	21075
349	48861	20940
350	49046	20820
351	49229	20698
352	49376	20561
353	49495	20413
354	49695	20298
355	49892	20181
356	50060	20052
357	50193	19909
358	50347	19774
359	50500	19639
360	50639	19498
361	50770	19354
362	50923	19218
363	51104	19094
364	51299	18973
365	51409	18821
366	51550	18681
367	51700	18544
368	51831	18400
369	51988	18266
370	52125	18124
371	52260	17982
372	52410	17844
373	52594	17719
374	52730	17576
375	52873	17437
376	53001	17292
377	53184	17165
378	53383	17043
379	53541	16907
380	53741	16785
381	53899	16649
382	54063	16515
383	54250	16388
384	54435	16260
385	54603	16126
386	54762	15990
387	54909	15850
388	55098	15722
389	55289	15594
390	55481	15466
391	55617	15323
392	55784	15188
393	55917	15043
394	56086	14909
395	56236	14769
396	56412	14636
397	56620	14510
398	56810	14380
399	57005	14251
400	57188	14118
401	57339	13978
402	57582	13859
403	57769	13727
404	57930	13588
405	58082	13447
406	58254	13311
407	58441	13178
408	58577	13033
409	58697	12884
410	58875	12749
411	59038	12610
412	59171	12464
413	59341	12326
414	59487	12184
415	59648	12044
416	59783	11899
417	59850	11740
418	60013	11601
419	60147	11456
420	60331	11321
421	60493	11181
422	60658	11041
423	60753	10889
424	60866	10741
425	61008	10597
426	61186	10460
427	61304	10312
428	61446	10169
429	61605	10028
430	61725	9881
431	61866	9738
432	62050	9601
433	62182	9456
434	62279	9306
435	62463	9169
436	62611	9026
437	62763	8884
438	62906	8740
439	63032	8595
440	63185	8453
441	63283	8304
442	63470	8166
443	63624	8024
444	63760	7880
445	63863	7732
446	64032	7592
447	64179	7449
448	64354	7309
449	64531	7170
450	64709	7030
451	64880	6889
452	65048	6748
453	65208	6607
454	65368	6465
455	65565	6326
456	65712	6183
457	65833	6037
458	65994	5894
459	66131	5750
460	66281	5607
461	66462	5466
462	66646	5325
463	66817	5184
464	66970	5040
465	67145	4899
466	67231	4750
467	67396	4608
468	67571	4466
469	67677	4319
470	67860	4178
471	68012	4034
472	68187	3892
473	68284	3745
474	68465	3603
475	68611	3459
476	68761	3315
477	68893	3170
478	69072	3028
479	69245	2885
480	69378	2740
481	69522	2596
482	69703	2453
483	69863	2309
484	70031	2165
485	70153	2020
486	70309	1876
487	70475	1732
488	70635	1588
489	70823	1445
490	70985	1301
491	71164	1157
492	71312	1012
493	71483	868
494	71590	723
495	71776	578
496	71959	434
497	72060	289
498	72159	144
499	72245	0
