iter	Logloss
130	0.4464947754
131	0.4463292047
132	0.4459589561
133	0.4456079765
134	0.4453994113
135	0.4451741619
136	0.445109225
137	0.4447383658
138	0.444526175
139	0.4441685489
140	0.4438899922
141	0.4437227457
142	0.4434490125
143	0.443156782
144	0.442949441
145	0.442816768
146	0.4426092253
147	0.4422806096
148	0.4421311312
149	0.4420390884
150	0.441891249
151	0.4417103636
152	0.4415295681
153	0.4414145407
154	0.441262911
155	0.4409915543
156	0.4408536297
157	0.4406458315
158	0.4405391646
159	0.4402879128
160	0.4400636865
161	0.439957009
162	0.4397239855
163	0.439560984
164	0.4394466454
165	0.4392828367
166	0.4391235666
167	0.4389725188
168	0.4387012987
169	0.43855187
170	0.4383376209
171	0.4381860758
172	0.4379505079
173	0.4377164314
174	0.437526171
175	0.437371041
176	0.4373171677
177	0.4371648432
178	0.4370540171
179	0.4369403274
180	0.436764041
181	0.4366336724
182	0.4364626064
183	0.4362663893
184	0.4359401629
185	0.4358662156
186	0.4356406817
187	0.4354376542
188	0.4351702942
189	0.4350211074
190	0.434808896
191	0.4346340472
192	0.434422926
193	0.4342931602
194	0.4340815882
195	0.4339093252
196	0.433770569
197	0.4336652142
198	0.433455827
199	0.4333366796
200	0.4331205707
201	0.4330106771
202	0.432819747
203	0.4327275881
204	0.4326130149
205	0.4325562293
206	0.4324778976
207	0.4324141404
208	0.4322211568
209	0.4320865062
210	0.4319384205
211	0.4318100048
212	0.4316734987
213	0.4314899525
214	0.4313616677
215	0.4312426066
216	0.4311471168
217	0.4310687649
218	0.4308900562
219	0.4306433965
220	0.4305154808
221	0.4303921574
222	0.4303016941
223	0.430214139
224	0.4301143013
225	0.4300292512
226	0.4299188807
227	0.4298273381
228	0.4297284757
229	0.4295408675
230	0.4294250648
231	0.4293178751
232	0.4291918307
233	0.4291222479
234	0.4289181307
235	0.4288428309
236	0.4286994807
237	0.428614552
238	0.4285429618
239	0.4284695441
240	0.4284272031
241	0.428270013
242	0.4281097453
243	0.4280707436
244	0.4280204459
245	0.427925164
246	0.4278343537
247	0.4277420107
248	0.4276132236
249	0.4274272145
250	0.4273202585
251	0.4271971663
252	0.4270296237
253	0.4269103709
254	0.4267996356
255	0.4267101828
256	0.4266169082
257	0.4264101397
258	0.4263578919
259	0.4262152779
260	0.4261289564
261	0.4260691923
262	0.4259741662
263	0.4259046038
264	0.4257784617
265	0.425682315
266	0.4255129949
267	0.4254534362
268	0.4253823647
269	0.4253144824
270	0.4252499727
271	0.4251628264
272	0.4251078952
273	0.4249950029
274	0.4248601037
275	0.4247856968
276	0.4247136825
277	0.424621556
278	0.4245156088
279	0.4244510141
280	0.4243771666
281	0.4243147861
282	0.4242236169
283	0.4241670276
284	0.424028527
285	0.4239176641
286	0.4237974558
287	0.4237559361
288	0.423676049
289	0.4235429158
290	0.4234428145
291	0.4233837924
292	0.4233327035
293	0.4232294817
294	0.4231746527
295	0.4231141398
296	0.4230286781
297	0.4229782104
298	0.422933924
299	0.4228989033
300	0.4228591777
301	0.4228067808
302	0.4227597532
303	0.4226890191
304	0.4225415206
305	0.4224299541
306	0.4222988042
307	0.4222204546
308	0.4221580726
309	0.4220455627
310	0.4219517179
311	0.4218748434
312	0.4216857637
313	0.4216371048
314	0.4215481003
315	0.4214395094
316	0.4214029869
317	0.4213069792
318	0.4211470861
319	0.4210840001
320	0.4209950573
321	0.420902907
322	0.420792539
323	0.4207489922
324	0.4206896027
325	0.4206317346
326	0.4205626005
327	0.4204694981
328	0.42039226
329	0.4203204223
330	0.4201872925
331	0.4200979554
332	0.4200417159
333	0.4200065824
334	0.4198716432
335	0.419813109
336	0.4197006457
337	0.4196236494
338	0.4195354057
339	0.4194764347
340	0.4193899854
341	0.4192944069
342	0.4192512089
343	0.4192245229
344	0.4191106473
345	0.4189988214
346	0.4189246154
347	0.4188527689
348	0.4186943969
349	0.4186371223
350	0.4185539479
351	0.4184473243
352	0.4183826095
353	0.4183287208
354	0.4182482807
355	0.4181215529
356	0.4180140287
357	0.4179137547
358	0.4178393393
359	0.4177592711
360	0.4176942168
361	0.4176642468
362	0.4176235964
363	0.4174252983
364	0.4173531509
365	0.4172667981
366	0.4171770622
367	0.4171254996
368	0.4170836964
369	0.4169653777
370	0.416808803
371	0.4167601638
372	0.416702746
373	0.4166223392
374	0.4165625203
375	0.41653299
376	0.4164891294
377	0.4164076123
378	0.4163306854
379	0.416232194
380	0.4161275705
381	0.4160852966
382	0.4159938878
383	0.4158650182
384	0.4157585337
385	0.4157034853
386	0.4155916812
387	0.4155138196
388	0.4154042555
389	0.4153075598
390	0.4152028698
391	0.4151363687
392	0.414997063
393	0.4149021323
394	0.4148016799
395	0.4146212025
396	0.4145107702
397	0.4143583311
398	0.4142652831
399	0.4141518832
400	0.4140399214
401	0.4139568492
402	0.4138454441
403	0.4137789222
404	0.4136560069
405	0.4135795735
406	0.4134681771
407	0.4133560078
408	0.4132863208
409	0.4132355235
410	0.4131294715
411	0.4130448445
412	0.4129472536
413	0.4127692217
414	0.4126768316
415	0.4125419156
416	0.4124677704
417	0.4124114173
418	0.4122972388
419	0.4122166125
420	0.4121330156
421	0.4120204772
422	0.4119436344
423	0.4119008014
424	0.4118208866
425	0.4117177831
426	0.411552742
427	0.4114063924
428	0.4112233933
429	0.4111082783
430	0.4110509921
431	0.4109266108
432	0.4107663878
433	0.4106727426
434	0.4106094276
435	0.4104888269
436	0.4103956062
437	0.4102407993
438	0.4101285589
439	0.4100496781
440	0.409922881
441	0.4098427902
442	0.4096516966
443	0.4095151972
444	0.4094239383
445	0.4093516708
446	0.4092178886
447	0.4090614116
448	0.4088861838
449	0.4087232226
450	0.4085533167
451	0.408434288
452	0.4082461789
453	0.408098827
454	0.4079491647
455	0.4077461464
456	0.4076310555
457	0.407526399
458	0.4073533479
459	0.4071695765
460	0.4070737726
461	0.4069240798
462	0.4067112279
463	0.4065530959
464	0.4063771299
465	0.4061807209
466	0.4061171881
467	0.4059767736
468	0.405805568
469	0.4056817192
470	0.4054822278
471	0.4052694034
472	0.4050985342
473	0.4049493266
474	0.4047680445
475	0.4045740114
476	0.4044400519
477	0.4042575689
478	0.4040276011
479	0.4037932935
480	0.4036562148
481	0.4035199107
482	0.4032215024
483	0.4030619219
484	0.4027461214
485	0.4026548693
486	0.4025159981
487	0.4023561847
488	0.4021927624
489	0.4019372832
490	0.4017830388
491	0.4016092146
492	0.40149544
493	0.4013153429
494	0.4012062986
495	0.4011014002
496	0.4009021196
497	0.4008002796
498	0.4007198018
499	0.4006677547
