iter	Logloss
152	0.4737249736
153	0.4735012587
154	0.4732873393
155	0.4730912277
156	0.4728990451
157	0.4727266563
158	0.4724487696
159	0.4723124664
160	0.4722058593
161	0.4718257157
162	0.4716567467
163	0.4715699475
164	0.4714500338
165	0.4712808532
166	0.4710719223
167	0.4708408106
168	0.4706291305
169	0.4703700979
170	0.4701685316
171	0.4699933917
172	0.4698416746
173	0.4695047687
174	0.4693235882
175	0.4691332795
176	0.4689431518
177	0.4687660594
178	0.4685816308
179	0.4683895228
180	0.4682597186
181	0.4681041375
182	0.468016309
183	0.4678739292
184	0.4678319404
185	0.4676779047
186	0.4674897308
187	0.4674428258
188	0.4672574425
189	0.4671766767
190	0.4669940774
191	0.4667438288
192	0.4665725501
193	0.4664634942
194	0.466387202
195	0.4662491014
196	0.4662014761
197	0.4661408049
198	0.4659800069
199	0.4658521986
200	0.4657716904
201	0.465582282
202	0.4654457069
203	0.4653027683
204	0.4651332597
205	0.4649855151
206	0.4648519652
207	0.4647918174
208	0.4646585697
209	0.4643959617
210	0.4641487411
211	0.4640399455
212	0.4637880654
213	0.463650062
214	0.4635486452
215	0.4634151599
216	0.4632425449
217	0.4631504649
218	0.4630293124
219	0.4628823428
220	0.4628487359
221	0.4625593383
222	0.4625240089
223	0.462452506
224	0.462417088
225	0.4622037513
226	0.4621050669
227	0.4620250324
228	0.4619785258
229	0.4619041154
230	0.4617977294
231	0.4615681849
232	0.4613232228
233	0.4609194498
234	0.4607552566
235	0.4606076743
236	0.4605425213
237	0.460325131
238	0.4602583557
239	0.4601114247
240	0.4599999236
241	0.459730061
242	0.4596232047
243	0.4595480511
244	0.459386709
245	0.4592042949
246	0.4591181603
247	0.4589350674
248	0.4588569972
249	0.458700929
250	0.4586233787
251	0.4584189719
252	0.4582647287
253	0.4581600694
254	0.4580796252
255	0.4580454085
256	0.4579235451
257	0.4577038086
258	0.4574311
259	0.4572435436
260	0.4570695004
261	0.4569186858
262	0.4568044146
263	0.4566586301
264	0.4563946416
265	0.4562620862
266	0.456004639
267	0.4558267714
268	0.4555936392
269	0.4553519826
270	0.4551818652
271	0.4550040642
272	0.4548495225
273	0.4547126542
274	0.4546396044
275	0.4543726312
276	0.4542215775
277	0.454064716
278	0.4538502586
279	0.4536906763
280	0.4535751123
281	0.453431338
282	0.4532716863
283	0.4530493606
284	0.452930733
285	0.4527179041
286	0.4525186012
287	0.4522857107
288	0.4520616819
289	0.4518389234
290	0.4516142462
291	0.451348328
292	0.4512105823
293	0.4510512173
294	0.4507719471
295	0.4506113804
296	0.4503374867
297	0.4500459822
298	0.449805525
299	0.4495911668
300	0.4493283725
301	0.4490607647
302	0.4487629892
303	0.448554804
304	0.44825382
305	0.4479862381
306	0.447714176
307	0.4473754254
308	0.4471120293
309	0.4468714132
310	0.4465800285
311	0.4463491511
312	0.4461661641
313	0.4459065365
314	0.445705758
315	0.4455067598
316	0.4452563191
317	0.4449272263
318	0.4447078087
319	0.4445276844
320	0.4442249807
321	0.4439390664
322	0.4437448468
323	0.4433921907
324	0.4431024064
325	0.4428704753
326	0.4427019571
327	0.442318963
328	0.442174523
329	0.4419564177
330	0.4416443006
331	0.4413070674
332	0.4410092155
333	0.4406895238
334	0.440479003
335	0.4403553743
336	0.44022027
337	0.4398979294
338	0.4396212645
339	0.4393737467
340	0.4390423853
341	0.4387773371
342	0.4385713585
343	0.4383313316
344	0.4382271649
345	0.4381321244
346	0.4380520345
347	0.4378260112
348	0.437601246
349	0.4373783618
350	0.4371075782
351	0.4368782514
352	0.4366356588
353	0.4365964948
354	0.4362213023
355	0.4359175593
356	0.4357465839
357	0.435516088
358	0.4352619353
359	0.4350444532
360	0.4347831334
361	0.4345609536
362	0.4343890049
363	0.434058621
364	0.4339774058
365	0.4338492812
366	0.433813338
367	0.4335325643
368	0.4334495858
369	0.4331820646
370	0.4330731538
371	0.4328434572
372	0.4326705001
373	0.4323941611
374	0.4323077549
375	0.4321172755
376	0.4319491299
377	0.4317818627
378	0.4316988593
379	0.4314692285
380	0.4311878675
381	0.4310859729
382	0.4307311339
383	0.4305085622
384	0.4302510907
385	0.4301401869
386	0.430004293
387	0.4297778527
388	0.4295827836
389	0.4294941845
