iter	Passed	Remaining
353	30295	12494
354	30387	12411
355	30478	12328
356	30576	12247
357	30656	12159
358	30735	12071
359	30829	11989
360	30910	11901
361	31002	11818
362	31098	11736
363	31196	11655
364	31277	11568
365	31368	11484
366	31432	11391
367	31519	11305
368	31611	11222
369	31697	11137
370	31780	11050
371	31866	10964
372	31946	10877
373	32037	10793
374	32130	10710
375	32223	10626
376	32293	10536
377	32357	10443
378	32454	10361
379	32540	10275
380	32628	10190
381	32712	10105
382	32808	10022
383	32887	9934
384	32954	9843
385	33029	9754
386	33124	9671
387	33211	9586
388	33290	9499
389	33381	9415
390	33467	9329
391	33522	9235
392	33604	9149
393	33688	9063
394	33772	8977
395	33852	8890
396	33940	8805
397	34032	8721
398	34115	8635
399	34204	8551
400	34290	8465
401	34391	8383
402	34487	8301
403	34590	8219
404	34733	8147
405	34884	8076
406	34981	7993
407	35057	7905
408	35140	7818
409	35239	7735
410	35328	7650
411	35413	7564
412	35488	7475
413	35579	7390
414	35658	7303
415	35745	7217
416	35826	7130
417	35917	7045
418	36044	6968
419	36130	6881
420	36221	6796
421	36296	6708
422	36386	6623
423	36478	6538
424	36571	6453
425	36659	6368
426	36733	6279
427	36817	6193
428	36894	6106
429	36984	6020
430	37064	5933
431	37124	5843
432	37220	5759
433	37308	5673
434	37401	5588
