iter	Logloss
0	0.6852713451
1	0.6746596254
2	0.6678302538
3	0.6579507339
4	0.6539586765
5	0.64574592
6	0.6411461681
7	0.6336747638
8	0.6257734993
9	0.6191764443
10	0.6127276491
11	0.6067650629
12	0.6017628708
13	0.5982181992
14	0.5940748722
15	0.589863565
16	0.5867478266
17	0.582995187
18	0.5784192001
19	0.5758670003
20	0.573384091
21	0.571044559
22	0.5688447804
23	0.5668928343
24	0.5646084082
25	0.5630078316
26	0.5603569899
27	0.5580403261
28	0.5552260772
29	0.5518432356
30	0.548554063
31	0.5466986479
32	0.5452012617
33	0.5435104352
34	0.541785221
35	0.5398220348
36	0.5383794507
37	0.5363545255
38	0.5351037772
39	0.5333770766
40	0.531737597
41	0.5300561416
42	0.5290017713
43	0.5270844655
44	0.5254639947
45	0.524259266
46	0.5230224752
47	0.5223485809
48	0.5205891961
49	0.5188741811
50	0.5174420032
51	0.516499923
52	0.5153430071
53	0.5141073589
54	0.5136178413
55	0.5131031971
56	0.5122657574
57	0.5115272365
58	0.5111630626
59	0.510990198
60	0.5105663564
61	0.5095633037
62	0.5089010413
63	0.5084559361
64	0.5079358844
65	0.5069221732
66	0.5060503311
67	0.5054340478
68	0.5051930583
69	0.5045673014
70	0.5041864928
71	0.5039008186
72	0.5036135456
73	0.5029406873
74	0.5027746542
75	0.5023600381
76	0.5020684545
77	0.5016297756
78	0.5011031927
79	0.4998053492
80	0.4987885183
81	0.4983558915
82	0.4977757992
83	0.4973346562
84	0.4965889977
85	0.496244293
86	0.4959783804
87	0.4957147849
88	0.4952779991
89	0.4950499051
90	0.4946089392
91	0.4940616883
92	0.4937341036
93	0.4930117441
94	0.492761323
95	0.4926608282
96	0.4923246662
97	0.4921116116
98	0.4915658255
99	0.4907318794
100	0.4903195062
101	0.4897993095
102	0.4892560515
103	0.489096572
104	0.4887136238
105	0.4882671595
106	0.4881074381
107	0.4877981171
108	0.4874555301
109	0.4870895611
110	0.4868417709
111	0.4866750722
112	0.4860989984
113	0.4857128532
114	0.4855116225
115	0.4852373528
116	0.4845907344
117	0.4841633795
118	0.4836697899
119	0.4833891408
120	0.4831383923
121	0.4827714167
122	0.4825857278
123	0.4823372589
124	0.4820901797
125	0.4816673913
126	0.4811788488
127	0.4809139944
128	0.4803411667
129	0.4801718015
130	0.4800776494
131	0.479843888
132	0.4794951608
133	0.4793078931
134	0.4790036542
135	0.4787327658
136	0.4785746378
137	0.4783087392
138	0.4781750349
139	0.4779765194
140	0.4777277133
141	0.4773858883
142	0.4770207486
143	0.4766062162
144	0.476441724
145	0.4762522825
146	0.4761877604
147	0.4760137541
148	0.4758854194
149	0.4756110648
150	0.4753813551
151	0.4751677636
152	0.4749945409
